can_bind_to_reverse_edge,category,country_isocode,edge_type,ends_with_crosswalk,ends_with_railroad_crossing,ends_with_toll_post,ends_with_traffic_light,geometry,has_masstransit_lane,is_in_poor_condition,is_paved,is_residential,is_restricted_for_trucks,is_toll,length,persistent_id,reverse_id,segments,speed_limit,struct_type,timezone,toponym,traffic_side
False,2,CD,NamedRoad,False,False,False,False,[[15.307395;-4.395536;];[15.307457;-4.395456;];],False,False,True,False,False,False,11.199999809265137,1369772612564243416,1109973530655742394,1,,Road,Africa/Kinshasa,Avenue By Pass,False
False,2,CD,NamedRoad,False,False,False,False,[[15.307114;-4.395901;];[15.307395;-4.395536;];],False,False,True,False,False,False,51.0,9397529887032683208,16926565932313986542,1,,Road,Africa/Kinshasa,Avenue By Pass,False
False,2,CD,NamedRoad,False,False,False,False,[[15.307114;-4.395901;];[15.307018;-4.396037;];],False,False,True,False,False,False,18.5,1339251491626925370,17239657833872426582,1,,Road,Africa/Kinshasa,Avenue By Pass,False
False,2,CD,NamedRoad,False,False,False,False,[[15.307018;-4.396037;];[15.307114;-4.395901;];],False,False,True,False,False,False,18.5,17239657833872426582,1339251491626925370,1,,Road,Africa/Kinshasa,Avenue By Pass,False
False,2,CD,NamedRoad,False,False,False,False,[[15.307018;-4.396037;];[15.306709;-4.396437;];[15.306596;-4.396579;];],False,False,True,False,False,False,76.0,1551084897334181698,4476367791803049433,2,,Road,Africa/Kinshasa,Avenue By Pass,False
False,2,CD,NamedRoad,False,False,False,False,[[15.306596;-4.396579;];[15.306709;-4.396437;];[15.307018;-4.396037;];],False,False,True,False,False,False,76.0,4476367791803049433,1551084897334181698,2,,Road,Africa/Kinshasa,Avenue By Pass,False
False,2,CD,NamedRoad,False,False,False,False,[[15.306596;-4.396579;];[15.306308;-4.396998;];],False,False,True,False,False,False,56.29999923706055,5393282599428913096,7717440813680637073,1,,Road,Africa/Kinshasa,Avenue By Pass,False
False,2,CD,NamedRoad,False,False,False,False,[[15.306308;-4.396998;];[15.306596;-4.396579;];],False,False,True,False,False,False,56.29999923706055,7717440813680637073,5393282599428913096,1,,Road,Africa/Kinshasa,Avenue By Pass,False
False,2,CD,NamedRoad,False,False,False,False,[[15.306308;-4.396998;];[15.306110;-4.397200;];[15.305909;-4.397401;];[15.305799;-4.397502;];[15.305516;-4.397723;];],False,False,True,False,False,False,119.1999969482422,6397600677223218050,12507294720734080990,4,,Road,Africa/Kinshasa,Avenue By Pass,False
False,2,CD,NamedRoad,False,False,False,False,[[15.299360;-4.400146;];[15.298899;-4.400296;];[15.298610;-4.400396;];],False,False,True,False,False,False,87.69999694824219,1096154568649236518,10725559735422006707,2,,Road,Africa/Kinshasa,Avenue By Pass,False
False,2,CD,NamedRoad,False,False,False,False,[[15.299360;-4.400146;];[15.300323;-4.399793;];],False,False,True,False,False,False,113.8000030517578,10749358753703889315,13663369185992269869,1,,Road,Africa/Kinshasa,Avenue By Pass,False
False,2,CD,NamedRoad,False,False,False,False,[[15.298610;-4.400396;];[15.298899;-4.400296;];[15.299360;-4.400146;];],False,False,True,False,False,False,87.69999694824219,10725559735422006707,1096154568649236518,2,,Road,Africa/Kinshasa,Avenue By Pass,False
False,2,CD,NamedRoad,False,False,False,False,[[15.298610;-4.400396;];[15.298565;-4.400411;];[15.298485;-4.400440;];[15.298330;-4.400518;];[15.298184;-4.400594;];],False,False,True,False,False,False,52.29999923706055,4133259290141983958,293636667042024893,4,,Road,Africa/Kinshasa,Avenue By Pass,False
False,2,CD,NamedRoad,False,False,False,False,[[15.298184;-4.400594;];[15.298330;-4.400518;];[15.298485;-4.400440;];[15.298565;-4.400411;];[15.298610;-4.400396;];],False,False,True,False,False,False,52.29999923706055,293636667042024893,4133259290141983958,4,,Road,Africa/Kinshasa,Avenue By Pass,False
False,2,CD,NamedRoad,False,False,False,False,[[15.298184;-4.400594;];[15.298089;-4.400660;];[15.297970;-4.400751;];[15.297865;-4.400851;];[15.297699;-4.401033;];[15.297381;-4.401434;];[15.297126;-4.401749;];[15.296871;-4.402067;];],False,False,True,False,False,False,219.3999938964844,4882566521667965859,9151141454628990737,7,,Road,Africa/Kinshasa,Avenue By Pass,False
False,2,CD,NamedRoad,False,False,False,False,[[15.296871;-4.402067;];[15.297126;-4.401749;];[15.297381;-4.401434;];[15.297699;-4.401033;];[15.297865;-4.400851;];[15.297970;-4.400751;];[15.298089;-4.400660;];[15.298184;-4.400594;];],False,False,True,False,False,False,219.3999938964844,9151141454628990737,4882566521667965859,7,,Road,Africa/Kinshasa,Avenue By Pass,False
False,2,CD,NamedRoad,False,False,False,False,[[15.296871;-4.402067;];[15.296644;-4.402343;];],False,False,True,False,False,False,39.5,15649367744665328768,13774198487351943356,1,,Road,Africa/Kinshasa,Avenue By Pass,False
False,2,CD,NamedRoad,False,False,False,False,[[15.296644;-4.402343;];[15.296871;-4.402067;];],False,False,True,False,False,False,39.5,13774198487351943356,15649367744665328768,1,,Road,Africa/Kinshasa,Avenue By Pass,False
False,2,CD,NamedRoad,False,False,False,False,[[15.296644;-4.402343;];[15.296422;-4.402638;];[15.296100;-4.403040;];[15.295929;-4.403231;];[15.295830;-4.403340;];[15.295378;-4.403743;];[15.294486;-4.404571;];],False,False,True,False,False,False,344.6000061035156,12803088301994416158,11830986311131775096,6,,Road,Africa/Kinshasa,Avenue By Pass,False
False,2,CD,NamedRoad,False,False,False,False,[[15.287937;-4.412520;];[15.288060;-4.412246;];],False,False,True,False,False,False,33.29999923706055,2592355553316801504,1601947678799064352,1,,Road,Africa/Kinshasa,Avenue By Pass,False
False,2,CD,NamedRoad,False,False,False,False,[[15.287937;-4.412520;];[15.287852;-4.412711;];],False,False,True,False,False,False,23.100000381469727,16986772229048896220,15740081347292424798,1,,Road,Africa/Kinshasa,Avenue By Pass,False
False,2,CD,NamedRoad,False,False,False,False,[[15.288060;-4.412246;];[15.287937;-4.412520;];],False,False,True,False,False,False,33.29999923706055,1601947678799064352,2592355553316801504,1,,Road,Africa/Kinshasa,Avenue By Pass,False
False,2,CD,NamedRoad,False,False,False,False,[[15.288060;-4.412246;];[15.288250;-4.411830;];],False,False,True,False,False,False,50.59999847412109,6487093657601533887,986972168460451870,1,,Road,Africa/Kinshasa,Avenue By Pass,False
False,2,CD,NamedRoad,False,False,False,False,[[15.288250;-4.411830;];[15.288060;-4.412246;];],False,False,True,False,False,False,50.59999847412109,986972168460451870,6487093657601533887,1,,Road,Africa/Kinshasa,Avenue By Pass,False
False,2,CD,NamedRoad,False,False,False,False,[[15.288250;-4.411830;];[15.288328;-4.411661;];],False,False,True,False,False,False,20.600000381469727,8011733521647379513,16724360367746594254,1,,Road,Africa/Kinshasa,Avenue By Pass,False
False,2,CD,NamedRoad,False,False,False,False,[[15.288328;-4.411661;];[15.288250;-4.411830;];],False,False,True,False,False,False,20.600000381469727,16724360367746594254,8011733521647379513,1,,Road,Africa/Kinshasa,Avenue By Pass,False
False,2,CD,NamedRoad,False,False,False,False,[[15.288328;-4.411661;];[15.288451;-4.411399;];],False,False,True,False,False,False,31.899999618530277,6083574805649194520,7575062859412728453,1,,Road,Africa/Kinshasa,Avenue By Pass,False
False,2,CD,NamedRoad,False,False,False,False,[[15.289237;-4.409693;];[15.289380;-4.409379;];[15.289712;-4.408704;];],False,False,True,False,False,False,121.4000015258789,12988482966592592429,8642090305646613016,2,,Road,Africa/Kinshasa,Avenue By Pass,False
False,2,CD,NamedRoad,False,False,False,False,[[15.289237;-4.409693;];[15.289178;-4.409833;];],False,False,True,False,False,False,16.799999237060547,13287770881613205646,5720710456973965201,1,,Road,Africa/Kinshasa,Avenue By Pass,False
False,2,CD,NamedRoad,False,False,False,False,[[15.289712;-4.408704;];[15.289380;-4.409379;];[15.289237;-4.409693;];],False,False,True,False,False,False,121.4000015258789,8642090305646613016,12988482966592592429,2,,Road,Africa/Kinshasa,Avenue By Pass,False
False,2,CD,NamedRoad,False,False,False,False,[[15.289712;-4.408704;];[15.289964;-4.408242;];],False,False,True,False,False,False,58.20000076293945,2308793837373478018,5620939516709152301,1,,Road,Africa/Kinshasa,Avenue By Pass,False
False,2,CD,NamedRoad,False,False,False,False,[[15.289964;-4.408242;];[15.289712;-4.408704;];],False,False,True,False,False,False,58.20000076293945,5620939516709152301,2308793837373478018,1,,Road,Africa/Kinshasa,Avenue By Pass,False
False,2,CD,NamedRoad,False,False,False,False,[[15.289964;-4.408242;];[15.290079;-4.408069;];],False,False,True,False,False,False,23.100000381469727,2822773159143838609,8491641857013485696,1,,Road,Africa/Kinshasa,Avenue By Pass,False
False,2,CD,NamedRoad,False,False,False,False,[[15.290079;-4.408069;];[15.289964;-4.408242;];],False,False,True,False,False,False,23.100000381469727,8491641857013485696,2822773159143838609,1,,Road,Africa/Kinshasa,Avenue By Pass,False
False,2,CD,NamedRoad,False,False,False,False,[[15.290079;-4.408069;];[15.290223;-4.407876;];[15.290359;-4.407709;];],False,False,True,False,False,False,50.400001525878906,7966974488839361759,2138018557309983221,2,,Road,Africa/Kinshasa,Avenue By Pass,False
False,2,CD,NamedRoad,False,False,False,False,[[15.290359;-4.407709;];[15.290223;-4.407876;];[15.290079;-4.408069;];],False,False,True,False,False,False,50.400001525878906,2138018557309983221,7966974488839361759,2,,Road,Africa/Kinshasa,Avenue By Pass,False
False,2,CD,NamedRoad,False,False,False,False,[[15.290359;-4.407709;];[15.290504;-4.407543;];[15.290745;-4.407300;];[15.290836;-4.407214;];[15.291013;-4.407064;];[15.291173;-4.406945;];[15.291433;-4.406754;];],False,False,True,False,False,False,159.8000030517578,8169301582980170880,18242642150839462659,6,,Road,Africa/Kinshasa,Avenue By Pass,False
False,2,CD,NamedRoad,False,False,False,False,[[15.292861;-4.405791;];[15.292769;-4.405853;];],False,False,True,False,False,False,12.300000190734863,8121139552499436122,17741427222346419574,1,,Road,Africa/Kinshasa,Avenue By Pass,False
False,2,CD,NamedRoad,False,False,False,False,[[15.292861;-4.405791;];[15.293322;-4.405485;];],False,False,True,False,False,False,61.29999923706055,17658186651098467188,2197049990703650927,1,,Road,Africa/Kinshasa,Avenue By Pass,False
False,2,CD,NamedRoad,False,False,False,False,[[15.292769;-4.405853;];[15.292861;-4.405791;];],False,False,True,False,False,False,12.300000190734863,17741427222346419574,8121139552499436122,1,,Road,Africa/Kinshasa,Avenue By Pass,False
False,2,CD,NamedRoad,False,False,False,False,[[15.292769;-4.405853;];[15.292708;-4.405894;];[15.292308;-4.406165;];],False,False,True,False,False,False,61.79999923706055,127483145421352360,1392267173849123568,2,,Road,Africa/Kinshasa,Avenue By Pass,False
False,2,CD,NamedRoad,False,False,False,False,[[15.292308;-4.406165;];[15.292708;-4.405894;];[15.292769;-4.405853;];],False,False,True,False,False,False,61.79999923706055,1392267173849123568,127483145421352360,2,,Road,Africa/Kinshasa,Avenue By Pass,False
False,2,CD,NamedRoad,False,False,False,False,[[15.292308;-4.406165;];[15.292233;-4.406217;];],False,False,True,False,False,False,10.100000381469728,9919033444076712833,1217891797141715505,1,,Road,Africa/Kinshasa,Avenue By Pass,False
False,2,CD,NamedRoad,False,False,False,False,[[15.292233;-4.406217;];[15.292308;-4.406165;];],False,False,True,False,False,False,10.100000381469728,1217891797141715505,9919033444076712833,1,,Road,Africa/Kinshasa,Avenue By Pass,False
False,2,CD,NamedRoad,False,False,False,False,[[15.292233;-4.406217;];[15.291433;-4.406754;];],False,False,True,False,False,False,106.9000015258789,3537213258559782726,4163130013569962143,1,,Road,Africa/Kinshasa,Avenue By Pass,False
False,2,CD,NamedRoad,False,False,False,False,[[15.291433;-4.406754;];[15.291173;-4.406945;];[15.291013;-4.407064;];[15.290836;-4.407214;];[15.290745;-4.407300;];[15.290504;-4.407543;];[15.290359;-4.407709;];],False,False,True,False,False,False,159.8000030517578,18242642150839462659,8169301582980170880,6,,Road,Africa/Kinshasa,Avenue By Pass,False
False,2,CD,NamedRoad,False,False,False,False,[[15.291433;-4.406754;];[15.292233;-4.406217;];],False,False,True,False,False,False,106.9000015258789,4163130013569962143,3537213258559782726,1,,Road,Africa/Kinshasa,Avenue By Pass,False
False,2,CD,NamedRoad,False,False,False,False,[[15.289178;-4.409833;];[15.289237;-4.409693;];],False,False,True,False,False,False,16.799999237060547,5720710456973965201,13287770881613205646,1,,Road,Africa/Kinshasa,Avenue By Pass,False
False,2,CD,NamedRoad,False,False,False,False,[[15.289178;-4.409833;];[15.288851;-4.410546;];],False,False,True,False,False,False,86.80000305175781,13090426110878802048,2451158177434477109,1,,Road,Africa/Kinshasa,Avenue By Pass,False
False,2,CD,NamedRoad,False,False,False,False,[[15.288851;-4.410546;];[15.289178;-4.409833;];],False,False,True,False,False,False,86.80000305175781,2451158177434477109,13090426110878802048,1,,Road,Africa/Kinshasa,Avenue By Pass,False
False,2,CD,NamedRoad,False,False,False,False,[[15.288851;-4.410546;];[15.288451;-4.411399;];],False,False,True,False,False,False,104.3000030517578,17912631477118889249,12273696277743788940,1,,Road,Africa/Kinshasa,Avenue By Pass,False
False,2,CD,NamedRoad,False,False,False,False,[[15.288451;-4.411399;];[15.288328;-4.411661;];],False,False,True,False,False,False,31.899999618530277,7575062859412728453,6083574805649194520,1,,Road,Africa/Kinshasa,Avenue By Pass,False
False,2,CD,NamedRoad,False,False,False,False,[[15.288451;-4.411399;];[15.288851;-4.410546;];],False,False,True,False,False,False,104.3000030517578,12273696277743788940,17912631477118889249,1,,Road,Africa/Kinshasa,Avenue By Pass,False
False,2,CD,NamedRoad,False,False,False,False,[[15.287852;-4.412711;];[15.287937;-4.412520;];],False,False,True,False,False,False,23.100000381469727,15740081347292424798,16986772229048896220,1,,Road,Africa/Kinshasa,Avenue By Pass,False
False,2,CD,NamedRoad,False,False,False,False,[[15.287852;-4.412711;];[15.287684;-4.413074;];],False,False,True,False,False,False,44.29999923706055,1058518448212157907,6680986418442665792,1,,Road,Africa/Kinshasa,Avenue By Pass,False
False,2,CD,NamedRoad,False,False,False,False,[[15.287684;-4.413074;];[15.287852;-4.412711;];],False,False,True,False,False,False,44.29999923706055,6680986418442665792,1058518448212157907,1,,Road,Africa/Kinshasa,Avenue By Pass,False
False,2,CD,NamedRoad,False,False,False,False,[[15.287684;-4.413074;];[15.287497;-4.413493;];],False,False,True,False,False,False,50.79999923706055,877672161847048518,17052914020489545465,1,,Road,Africa/Kinshasa,Avenue By Pass,False
False,2,CD,NamedRoad,False,False,False,False,[[15.287497;-4.413493;];[15.287684;-4.413074;];],False,False,True,False,False,False,50.79999923706055,17052914020489545465,877672161847048518,1,,Road,Africa/Kinshasa,Avenue By Pass,False
False,2,CD,NamedRoad,False,False,False,False,[[15.287497;-4.413493;];[15.287307;-4.413873;];],False,False,True,False,False,False,47.0,6205388781533406406,9936059667022348450,1,,Road,Africa/Kinshasa,Avenue By Pass,False
False,2,CD,NamedRoad,False,False,False,False,[[15.287307;-4.413873;];[15.287497;-4.413493;];],False,False,True,False,False,False,47.0,9936059667022348450,6205388781533406406,1,,Road,Africa/Kinshasa,Avenue By Pass,False
False,2,CD,NamedRoad,False,False,False,False,[[15.287307;-4.413873;];[15.287166;-4.414246;];],False,False,True,False,False,False,44.09999847412109,2191790448618703935,5828847840381175562,1,,Road,Africa/Kinshasa,Avenue By Pass,False
False,2,CD,NamedRoad,False,False,False,False,[[15.287166;-4.414246;];[15.287307;-4.413873;];],False,False,True,False,False,False,44.09999847412109,5828847840381175562,2191790448618703935,1,,Road,Africa/Kinshasa,Avenue By Pass,False
False,2,CD,NamedRoad,False,False,False,False,[[15.287166;-4.414246;];[15.287086;-4.414382;];],False,False,True,False,False,False,17.5,5781266387419886129,8962760763256365323,1,,Road,Africa/Kinshasa,Avenue By Pass,False
False,2,CD,NamedRoad,False,False,False,False,[[15.287086;-4.414382;];[15.287166;-4.414246;];],False,False,True,False,False,False,17.5,8962760763256365323,5781266387419886129,1,,Road,Africa/Kinshasa,Avenue By Pass,False
False,2,CD,NamedRoad,False,False,False,False,[[15.287086;-4.414382;];[15.286932;-4.414725;];],False,False,True,False,False,False,41.59999847412109,5884415169712606877,10376299809708451334,1,,Road,Africa/Kinshasa,Avenue By Pass,False
False,2,CD,NamedRoad,False,False,False,False,[[15.286932;-4.414725;];[15.287086;-4.414382;];],False,False,True,False,False,False,41.59999847412109,10376299809708451334,5884415169712606877,1,,Road,Africa/Kinshasa,Avenue By Pass,False
False,2,CD,NamedRoad,False,False,False,False,[[15.286932;-4.414725;];[15.286739;-4.415151;];],False,False,True,False,False,False,51.70000076293945,4745754914831393487,840929952733277613,1,,Road,Africa/Kinshasa,Avenue By Pass,False
False,2,CD,NamedRoad,False,False,False,False,[[15.281858;-4.425655;];[15.281614;-4.426141;];],False,False,True,False,False,False,60.09999847412109,7000906927670199338,4472275142329330499,1,,Road,Africa/Kinshasa,Avenue By Pass,False
False,2,CD,NamedRoad,False,False,False,False,[[15.281858;-4.425655;];[15.281901;-4.425559;];],False,False,True,False,False,False,11.600000381469728,14394416776491940108,18364019239687729606,1,,Road,Africa/Kinshasa,Avenue By Pass,False
False,2,CD,NamedRoad,False,False,False,False,[[15.281614;-4.426141;];[15.281858;-4.425655;];],False,False,True,False,False,False,60.09999847412109,4472275142329330499,7000906927670199338,1,,Road,Africa/Kinshasa,Avenue By Pass,False
False,2,CD,NamedRoad,False,False,False,False,[[15.281614;-4.426141;];[15.281267;-4.426991;];[15.280858;-4.427855;];[15.280501;-4.428573;];],False,False,True,False,False,False,296.0,644041445911943723,4123979243785277205,3,,Road,Africa/Kinshasa,Avenue By Pass,False
False,2,CD,NamedRoad,False,False,False,False,[[15.280501;-4.428573;];[15.280858;-4.427855;];[15.281267;-4.426991;];[15.281614;-4.426141;];],False,False,True,False,False,False,296.0,4123979243785277205,644041445911943723,3,,Road,Africa/Kinshasa,Avenue By Pass,False
False,2,CD,NamedRoad,False,False,False,False,[[15.280501;-4.428573;];[15.280297;-4.429098;];],False,False,True,False,False,False,62.29999923706055,17776952637455504405,2076426877496827188,1,,Road,Africa/Kinshasa,Avenue By Pass,False
False,2,CD,NamedRoad,False,False,False,False,[[15.280297;-4.429098;];[15.280501;-4.428573;];],False,False,True,False,False,False,62.29999923706055,2076426877496827188,17776952637455504405,1,,Road,Africa/Kinshasa,Avenue By Pass,False
False,2,CD,NamedRoad,False,False,False,False,[[15.280297;-4.429098;];[15.280269;-4.429161;];[15.280236;-4.429231;];],False,False,True,False,False,False,16.299999237060547,7873139894277872812,8528847732107552414,2,,Road,Africa/Kinshasa,Avenue By Pass,False
False,2,CD,NamedRoad,False,False,False,False,[[15.280236;-4.429231;];[15.280269;-4.429161;];[15.280297;-4.429098;];],False,False,True,False,False,False,16.299999237060547,8528847732107552414,7873139894277872812,2,,Road,Africa/Kinshasa,Avenue By Pass,False
False,2,CD,NamedRoad,False,False,False,False,[[15.280236;-4.429231;];[15.280001;-4.429742;];[15.279486;-4.430830;];],False,False,True,False,False,False,195.3999938964844,12728008534108820017,1225995730569311019,2,,Road,Africa/Kinshasa,Avenue By Pass,False
False,2,CD,NamedRoad,False,False,False,False,[[15.279486;-4.430830;];[15.280001;-4.429742;];[15.280236;-4.429231;];],False,False,True,False,False,False,195.3999938964844,1225995730569311019,12728008534108820017,2,,Road,Africa/Kinshasa,Avenue By Pass,False
False,2,CD,NamedRoad,False,False,False,False,[[15.279486;-4.430830;];[15.279434;-4.430969;];],False,False,True,False,False,False,16.399999618530273,8493798763390361583,14884759330543004165,1,,Road,Africa/Kinshasa,Avenue By Pass,False
False,2,CD,NamedRoad,False,False,False,False,[[15.278613;-4.432793;];[15.278959;-4.432024;];],False,False,True,False,False,False,93.3000030517578,12253410211285779724,15366946709269668284,1,,Road,Africa/Kinshasa,Avenue By Pass,False
False,2,CD,NamedRoad,False,False,False,False,[[15.278613;-4.432793;];[15.278508;-4.433009;];],False,False,True,False,False,False,26.600000381469727,476630754247355213,11096992866504645055,1,,Road,Africa/Kinshasa,Avenue By Pass,False
False,2,CD,NamedRoad,False,False,False,False,[[15.278959;-4.432024;];[15.278613;-4.432793;];],False,False,True,False,False,False,93.3000030517578,15366946709269668284,12253410211285779724,1,,Road,Africa/Kinshasa,Avenue By Pass,False
False,2,CD,NamedRoad,False,False,False,False,[[15.278959;-4.432024;];[15.279035;-4.431856;];],False,False,True,False,False,False,20.399999618530277,5366699481216300251,11428437769365202447,1,,Road,Africa/Kinshasa,Avenue By Pass,False
False,2,CD,NamedRoad,False,False,False,False,[[15.279035;-4.431856;];[15.278959;-4.432024;];],False,False,True,False,False,False,20.399999618530277,11428437769365202447,5366699481216300251,1,,Road,Africa/Kinshasa,Avenue By Pass,False
False,2,CD,NamedRoad,False,False,False,False,[[15.279035;-4.431856;];[15.279434;-4.430969;];],False,False,True,False,False,False,107.5999984741211,5575278352998220200,11090066622620557281,1,,Road,Africa/Kinshasa,Avenue By Pass,False
False,2,CD,NamedRoad,False,False,False,False,[[15.279434;-4.430969;];[15.279486;-4.430830;];],False,False,True,False,False,False,16.399999618530273,14884759330543004165,8493798763390361583,1,,Road,Africa/Kinshasa,Avenue By Pass,False
False,2,CD,NamedRoad,False,False,False,False,[[15.279434;-4.430969;];[15.279035;-4.431856;];],False,False,True,False,False,False,107.5999984741211,11090066622620557281,5575278352998220200,1,,Road,Africa/Kinshasa,Avenue By Pass,False
False,2,CD,NamedRoad,False,False,False,False,[[15.281901;-4.425559;];[15.281858;-4.425655;];],False,False,True,False,False,False,11.600000381469728,18364019239687729606,14394416776491940108,1,,Road,Africa/Kinshasa,Avenue By Pass,False
False,2,CD,NamedRoad,False,False,False,False,[[15.281901;-4.425559;];[15.281945;-4.425479;];[15.282174;-4.424989;];],False,False,True,False,False,False,70.0,664981578920462424,13724478631061281706,2,,Road,Africa/Kinshasa,Avenue By Pass,False
False,2,CD,NamedRoad,False,False,False,False,[[15.282174;-4.424989;];[15.281945;-4.425479;];[15.281901;-4.425559;];],False,False,True,False,False,False,70.0,13724478631061281706,664981578920462424,2,,Road,Africa/Kinshasa,Avenue By Pass,False
False,2,CD,NamedRoad,False,False,False,False,[[15.282174;-4.424989;];[15.282209;-4.424938;];[15.282362;-4.424607;];],False,False,True,False,False,False,47.29999923706055,400626868141420922,13544019979551201936,2,,Road,Africa/Kinshasa,Avenue By Pass,False
False,2,CD,NamedRoad,False,False,False,False,[[15.282362;-4.424607;];[15.282209;-4.424938;];[15.282174;-4.424989;];],False,False,True,False,False,False,47.29999923706055,13544019979551201936,400626868141420922,2,,Road,Africa/Kinshasa,Avenue By Pass,False
False,2,CD,NamedRoad,False,False,False,False,[[15.282362;-4.424607;];[15.282390;-4.424553;];],False,False,True,False,False,False,6.699999809265137,17344416892530247969,6154806462888781329,1,,Road,Africa/Kinshasa,Avenue By Pass,False
False,2,CD,NamedRoad,False,False,False,False,[[15.282390;-4.424553;];[15.282362;-4.424607;];],False,False,True,False,False,False,6.699999809265137,6154806462888781329,17344416892530247969,1,,Road,Africa/Kinshasa,Avenue By Pass,False
False,2,CD,NamedRoad,False,False,False,False,[[15.282390;-4.424553;];[15.282716;-4.423895;];],False,False,True,False,False,False,81.19999694824219,10693763773466763042,17887144055801364418,1,,Road,Africa/Kinshasa,Avenue By Pass,False
False,2,CD,NamedRoad,False,False,False,False,[[15.282716;-4.423895;];[15.282390;-4.424553;];],False,False,True,False,False,False,81.19999694824219,17887144055801364418,10693763773466763042,1,,Road,Africa/Kinshasa,Avenue By Pass,False
False,2,CD,NamedRoad,False,False,False,False,[[15.282716;-4.423895;];[15.282924;-4.423417;];],False,False,True,False,False,False,57.59999847412109,6305946800421375574,1495899606617906925,1,,Road,Africa/Kinshasa,Avenue By Pass,False
False,2,CD,NamedRoad,False,False,False,False,[[15.282924;-4.423417;];[15.282716;-4.423895;];],False,False,True,False,False,False,57.59999847412109,1495899606617906925,6305946800421375574,1,,Road,Africa/Kinshasa,Avenue By Pass,False
False,2,CD,NamedRoad,False,False,False,False,[[15.282924;-4.423417;];[15.283053;-4.423115;];],False,False,True,False,False,False,36.29999923706055,3843641860654905229,3371205596360048794,1,,Road,Africa/Kinshasa,Avenue By Pass,False
False,2,CD,NamedRoad,False,False,False,False,[[15.283053;-4.423115;];[15.282924;-4.423417;];],False,False,True,False,False,False,36.29999923706055,3371205596360048794,3843641860654905229,1,,Road,Africa/Kinshasa,Avenue By Pass,False
False,2,CD,NamedRoad,False,False,False,False,[[15.283053;-4.423115;];[15.283259;-4.422644;];],False,False,True,False,False,False,56.900001525878906,17922890904518610057,5398858671739773389,1,,Road,Africa/Kinshasa,Avenue By Pass,False
False,2,CD,NamedRoad,False,False,False,False,[[15.283259;-4.422644;];[15.283053;-4.423115;];],False,False,True,False,False,False,56.900001525878906,5398858671739773389,17922890904518610057,1,,Road,Africa/Kinshasa,Avenue By Pass,False
False,2,CD,NamedRoad,False,False,False,False,[[15.283259;-4.422644;];[15.283362;-4.422454;];],False,False,True,False,False,False,23.899999618530277,12073334345320794498,6391638157548112807,1,,Road,Africa/Kinshasa,Avenue By Pass,False
False,2,CD,NamedRoad,False,False,False,False,[[15.283362;-4.422454;];[15.283259;-4.422644;];],False,False,True,False,False,False,23.899999618530277,6391638157548112807,12073334345320794498,1,,Road,Africa/Kinshasa,Avenue By Pass,False
False,2,CD,NamedRoad,False,False,False,False,[[15.283362;-4.422454;];[15.283622;-4.421905;];],False,False,True,False,False,False,67.19999694824219,14773735185473635656,5395063106316603363,1,,Road,Africa/Kinshasa,Avenue By Pass,False
False,2,CD,NamedRoad,False,False,False,False,[[15.283622;-4.421905;];[15.283362;-4.422454;];],False,False,True,False,False,False,67.19999694824219,5395063106316603363,14773735185473635656,1,,Road,Africa/Kinshasa,Avenue By Pass,False
False,2,CD,NamedRoad,False,False,False,False,[[15.283622;-4.421905;];[15.283917;-4.421239;];],False,False,True,False,False,False,80.5999984741211,10426488384804458160,3965271922801867359,1,,Road,Africa/Kinshasa,Avenue By Pass,False
False,2,CD,NamedRoad,False,False,False,False,[[15.283917;-4.421239;];[15.283622;-4.421905;];],False,False,True,False,False,False,80.5999984741211,3965271922801867359,10426488384804458160,1,,Road,Africa/Kinshasa,Avenue By Pass,False
False,2,CD,NamedRoad,False,False,False,False,[[15.283917;-4.421239;];[15.283964;-4.421143;];],False,False,True,False,False,False,11.800000190734863,6032714803162126142,7907884060475562827,1,,Road,Africa/Kinshasa,Avenue By Pass,False
False,2,CD,NamedRoad,False,False,False,False,[[15.283964;-4.421143;];[15.283917;-4.421239;];],False,False,True,False,False,False,11.800000190734863,7907884060475562827,6032714803162126142,1,,Road,Africa/Kinshasa,Avenue By Pass,False
False,2,CD,NamedRoad,False,False,False,False,[[15.283964;-4.421143;];[15.284235;-4.420551;];],False,False,True,False,False,False,72.0,17883649368348453120,6544234552450077141,1,,Road,Africa/Kinshasa,Avenue By Pass,False
False,2,CD,NamedRoad,False,False,False,False,[[15.284235;-4.420551;];[15.283964;-4.421143;];],False,False,True,False,False,False,72.0,6544234552450077141,17883649368348453120,1,,Road,Africa/Kinshasa,Avenue By Pass,False
False,2,CD,NamedRoad,False,False,False,False,[[15.284235;-4.420551;];[15.284302;-4.420410;];],False,False,True,False,False,False,17.299999237060547,2754137384295871900,2307640362662699321,1,,Road,Africa/Kinshasa,Avenue By Pass,False
False,2,CD,NamedRoad,False,False,False,False,[[15.284302;-4.420410;];[15.284235;-4.420551;];],False,False,True,False,False,False,17.299999237060547,2307640362662699321,2754137384295871900,1,,Road,Africa/Kinshasa,Avenue By Pass,False
False,2,CD,NamedRoad,False,False,False,False,[[15.284302;-4.420410;];[15.284589;-4.419797;];],False,False,True,False,False,False,74.9000015258789,6202943231312450216,9067159253728673328,1,,Road,Africa/Kinshasa,Avenue By Pass,False
